-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.648351648351676756e-03 7.469292676844306936e-03 1.282177952050946902e-02 6.192424286705233531e-03 2.179842988900688311e-02 -3.755859513589742543e-02
1.250000000000019498e-02 8.232256525747298423e-03 -9.817477323866201366e-02 -1.164412114451841319e-02 1.240994155445970110e-01 3.695054537818601853e-02
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.362637362637409408e-02 7.899611907563894309e-02 -1.347180246736291546e-02 -4.713500056809925148e-02 -2.351273063917837525e-01 -1.512814508116582524e-01
4.519230769230645622e-02 -2.214504992125037319e-01 -7.085781792617119705e-03 4.096960091641749790e-01 -1.602620380246361775e-01 -5.966826048859003376e-03
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.730769230769356043e-03 2.760603826233169744e-02 3.043981263975128679e-02 9.063343845911595725e-03 1.538202138087614752e-02 1.419366913840833071e-02
8.104395604395332742e-03 -3.697111406518455851e-02 6.631286735902163984e-03 -9.912505574309057182e-03 2.214729307953632942e-04 -6.877187028798990853e-03
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.054945054945128580e-02 6.361404652018531891e-02 -3.053219464184048770e-01 -1.047605802138197595e-01 1.110770234427916822e-02 -2.192560850427376362e-01
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.148351648351824017e-02 3.856740006039015567e-01 4.798115762845611698e-01 1.619686550114649570e-01 3.312400949316056109e-01 -2.010954203295190756e-01
7.541208791208536821e-02 -4.025136282993526105e-01 1.127385765750928137e-01 1.968584877688964729e-01 -1.728452608247225131e-01 -4.298382197102695867e-02
3.887362637362609674e-02 -7.884077422306945415e-02 -1.896494811656789514e-01 1.457647738345918820e-01 2.783507603599147395e-01 8.913466286230037339e-02
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.197802197802117136e-02 -1.327605557651360124e-01 9.362679147168083416e-02 -2.182212861480324062e-01 4.582594927891734532e-02 9.016354893748336485e-03
5.549450549450662268e-02 1.665838999760902994e-01 -7.224601232107427662e-02 -8.097577445044525091e-02 -2.207402237283511981e-01 3.222848468198013516e-01
1.510989010989038581e-03 2.455967311032477857e-03 -9.027690292768711725e-03 -2.315882896705005831e-03 8.315966265445142586e-03 1.060964846274072698e-02
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.321428571428614182e-02 1.009965048882499744e-01 1.459029199771335605e-01 5.933485678954930620e-02 1.676163632279809301e-01 -1.727502510627202670e-01
1.098901098901117982e-03 2.191080797624500934e-03 -6.063252738176472083e-03 -3.196719012399376440e-03 -4.550154248787205077e-03 -7.881374444907524035e-03
3.859890109890000420e-02 -1.781752471950752703e-01 4.715328750380451753e-03 1.046098128613726086e-01 -6.091572761138743138e-03 1.721802226764554107e-03
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.714285714285800843e-02 8.855007153710878209e-02 -3.279280265076366940e-01 -1.022377560994655460e-01 7.796954834641335597e-02 1.074666297632403435e-02
2.747252747252591667e-04 -1.699495078515728726e-03 1.324681277531980983e-03 -3.407597060360145324e-03 8.094858162870533381e-04 1.937531977593462114e-04
3.708791208791136201e-03 -1.398951699399536217e-02 -9.022941435925706591e-03 2.980502453065056803e-02 7.259300364248905124e-03 6.508597598203773489e-03
9.120879120878749857e-02 -5.350925366974614850e-01 3.361153612322033690e-01 -7.108110824289888274e-01 1.351677523126195712e-01 1.932961806050364703e-02
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.722527472527648318e-02 3.472156800350840178e-01 3.185603974381545633e-01 6.488416425088404382e-02 -1.155192060073944108e-02 4.904150486294399092e-01
8.241758241758323066e-04 -6.911843960375304219e-05 -6.408972197121200198e-03 3.646499541619744049e-04 9.803927444751350806e-03 2.872280524770821040e-03
7.335164835164977026e-02 1.826381364468149804e-01 -2.831337619195647415e-01 -1.999937464356494055e-01 -4.879547423163295705e-01 -4.598514071040868956e-01
5.934065934065993475e-02 4.344259747052392658e-03 -4.081533736561424042e-01 4.715355135576723526e-03 4.646329630575854464e-01 7.829503793288561386e-02
1.318681318681341925e-02 5.843722565540384467e-02 9.132661447683122768e-02 4.019706661892367278e-02 1.259661674944239362e-01 -1.817480311054749664e-01
2.747252747252798902e-02 9.652060433230499892e-02 2.818325147338338055e-02 -1.518105121395565103e-02 -8.068953369435434564e-02 4.936629487764036539e-01
4.120879120879014082e-04 -2.161871083587626075e-03 2.028617845848057423e-04 4.155839127453570848e-03 -2.401632063097310695e-03 -3.834552084078388860e-04
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901098901098766503e-02 -1.998416659417823760e-01 1.696664927478230833e-02 3.149304851193266419e-01 -1.608850900493218050e-01 -2.111562099137176754e-02
