0,17
10,62
11,61
12,72
13,95
14,106
15,114
16,119
17,123
18,124
19,126
1,30
20,124
21,127
22,126
23,132
24,130
25,132
26,137
27,138
28,138
29,141
2,43
30,143
31,144
32,141
33,143
34,147
35,145
36,144
37,146
38,156
39,159
3,42
40,159
41,159
42,159
43,158
44,159
45,158
46,160
47,160
48,161
49,161
4,49
50,160
51,163
52,163
53,164
54,165
55,156
56,167
57,167
58,168
59,169
5,49
6,58
7,56
8,57
9,59
